locality_code,locality_name,locality_form,population,index_value,cluster,locality_norm
426.0,עין כרמל,330,894.0,1.257,8.0,עין כרמל
434.0,החותרים,330,720.0,1.294,8.0,החותרים
689.0,מגדים,310,1277.0,1.315,8.0,מגדים
683.0,גבע כרמל,310,1166.0,1.4,8.0,גבע כרמל
738.0,דור,310,398.0,1.433,8.0,דור
800.0,בית חנניה,310,901.0,1.608,8.0,בית חנניה
687.0,עין איילה,310,1127.0,1.687,9.0,עין איילה
580.0,"כרם מהר""ל",310,706.0,1.765,9.0,כרם מהר ל
675.0,הבונים,320,345.0,1.792,9.0,הבונים
1167.0,קיסריה,190,4853.0,2.09,9.0,קיסריה
412.0,קריית שלמה,340,,,,קריית שלמה
287.0,תל יצחק,330,950.0,-0.208,4.0,תל יצחק
842.0,געש,330,682.0,0.329,6.0,געש
232.0,שפיים,330,1208.0,0.781,7.0,שפיים
1024.0,חרוצים,350,876.0,1.026,8.0,חרוצים
417.0,יקום,330,703.0,1.026,8.0,יקום
346.0,גליל ים,330,453.0,1.137,8.0,גליל ים
446.0,אודים,310,1306.0,1.627,9.0,אודים
288.0,בית יהושע,310,1062.0,1.683,9.0,בית יהושע
247.0,רשפון,310,1402.0,1.813,9.0,רשפון
316.0,כפר נטר,310,1157.0,1.941,9.0,כפר נטר
418.0,בני ציון,310,1392.0,2.002,9.0,בני ציון
389.0,בצרה,310,1118.0,2.064,9.0,בצרה
1324.0,ארסוף,350,154.0,2.645,10.0,ארסוף
1339.0,אל -עזי,450,184.0,-1.393,2.0,אל -עזי
2045.0,נחלה,310,588.0,0.423,6.0,נחלה
16.0,בית ניר,330,580.0,0.733,7.0,בית ניר
1133.0,ורדון,350,264.0,0.788,7.0,ורדון
340.0,גת (קיבוץ),330,685.0,0.841,7.0,גת
619.0,בית גוברין,330,436.0,0.885,7.0,בית גוברין
393.0,גלאון,330,378.0,0.927,7.0,גלאון
2046.0,סגולה,310,689.0,0.953,7.0,סגולה
564.0,רבדים,330,653.0,1.011,8.0,רבדים
315.0,נגבה,330,881.0,1.015,8.0,נגבה
293.0,שדה יואב,330,442.0,1.041,8.0,שדה יואב
274.0,כפר מנחם,330,1296.0,1.157,8.0,כפר מנחם
888.0,"כפר הרי""ף",310,852.0,1.671,9.0,כפר הרי ף
875.0,כפר עבודה,340,,,,כפר עבודה
767.0,פורת,310,1206.0,-0.223,4.0,פורת
170.0,כפר יעבץ,310,665.0,0.03,5.0,כפר יעבץ
837.0,עזריאל,310,859.0,0.404,6.0,עזריאל
2002.0,תנובות,310,829.0,0.666,7.0,תנובות
379.0,גאולים,310,896.0,0.846,7.0,גאולים
661.0,שער אפרים,310,1742.0,0.885,7.0,שער אפרים
851.0,ניצני עוז,310,1105.0,0.963,7.0,ניצני עוז
753.0,ינוב,310,909.0,0.985,8.0,ינוב
880.0,עין שריד,350,1566.0,1.174,8.0,עין שריד
447.0,נורדייה,192,1941.0,1.259,8.0,נורדייה
386.0,בני דרור,320,1216.0,1.443,8.0,בני דרור
1044.0,יעף,350,291.0,1.465,8.0,יעף
276.0,צור משה,190,3114.0,1.602,8.0,צור משה
549.0,גנות הדר,350,909.0,1.637,9.0,גנות הדר
187.0,כפר הס,310,1581.0,1.681,9.0,כפר הס
157.0,עין ורד,310,1470.0,1.713,9.0,עין ורד
425.0,משמרת,310,1054.0,1.714,9.0,משמרת
162.0,חירות,310,1266.0,1.778,9.0,חירות
814.0,תלמים,310,896.0,-0.427,3.0,תלמים
32.0,עוצם,310,521.0,-0.402,4.0,עוצם
36.0,שדה דוד,310,378.0,-0.387,4.0,שדה דוד
1369.0,נטע,370,453.0,-0.18,5.0,נטע
1368.0,בני דקלים,370,659.0,0.001,5.0,בני דקלים
2030.0,מנוחה,310,528.0,0.044,5.0,מנוחה
821.0,אחוזם,310,517.0,0.091,5.0,אחוזם
23.0,אמציה,320,569.0,0.092,5.0,אמציה
44.0,זוהר,310,349.0,0.196,6.0,זוהר
55.0,נוגה,310,546.0,0.265,6.0,נוגה
7.0,שחר,310,838.0,0.565,7.0,שחר
309.0,נהורה,350,1136.0,0.613,7.0,נהורה
1365.0,אליאב,370,257.0,0.921,7.0,אליאב
18.0,שדה משה,310,736.0,1.023,8.0,שדה משה
11.0,"ניר ח""ן",310,503.0,1.109,8.0,ניר ח ן
1233.0,שקף,310,382.0,1.126,8.0,שקף
775.0,יד נתן,310,604.0,1.294,8.0,יד נתן
24.0,לכיש,310,712.0,1.783,9.0,לכיש
730.0,אליפלט,310,554.0,0.369,6.0,אליפלט
843.0,מרגליות,310,393.0,0.501,6.0,מרגליות
2009.0,יובל,310,634.0,0.594,7.0,יובל
2063.0,דישון,310,354.0,0.605,7.0,דישון
861.0,שדה אליעזר,310,811.0,0.894,7.0,שדה אליעזר
732.0,משמר הירדן,310,678.0,0.898,7.0,משמר הירדן
1253.0,אמנון,310,289.0,0.937,7.0,אמנון
372.0,רמות נפתלי,310,549.0,0.954,7.0,רמות נפתלי
324.0,שאר ישוב,310,644.0,1.014,8.0,שאר ישוב
1285.0,כרכום,370,564.0,1.186,8.0,כרכום
322.0,בית הלל,310,765.0,1.22,8.0,בית הלל
1252.0,כורזים,350,357.0,1.317,8.0,כורזים
1210.0,כחל,310,358.0,1.452,8.0,כחל
130.0,משמר העמק,330,1216.0,-0.486,3.0,משמר העמק
270.0,עין השופט,330,821.0,-0.423,3.0,עין השופט
369.0,גלעד (אבן יצחק),330,463.0,-0.354,4.0,גלעד
682.0,אליקים,310,857.0,0.044,5.0,אליקים
250.0,הזורע,330,842.0,0.075,5.0,הזורע
703.0,גבעת עוז,330,469.0,0.159,6.0,גבעת עוז
300.0,דלייה,330,792.0,0.313,6.0,דלייה
2029.0,מדרך עוז,310,748.0,0.67,7.0,מדרך עוז
335.0,רמת השופט,330,1011.0,1.015,8.0,רמת השופט
367.0,עין העמק,350,749.0,1.124,8.0,עין העמק
445.0,רמות מנשה,330,1091.0,1.132,8.0,רמות מנשה
586.0,מגידו,330,847.0,1.251,8.0,מגידו
241.0,יקנעם (מושבה),310,1345.0,1.715,9.0,יקנעם
3786.0,אבנת,370,128.0,0.136,5.0,אבנת
3645.0,בית הערבה,330,159.0,0.446,6.0,בית הערבה
3639.0,ורד יריחו,310,239.0,0.508,7.0,ורד יריחו
3556.0,אלמוג,330,207.0,0.577,7.0,אלמוג
3601.0,קליה,330,394.0,0.96,7.0,קליה
3610.0,מצפה שלם,330,173.0,0.977,8.0,מצפה שלם
658.0,שייח' דנון,290,2742.0,-0.916,2.0,שייח דנון
1246.0,עראמשה*,450,1604.0,-0.854,3.0,עראמשה*
376.0,עברון,330,745.0,-0.215,4.0,עברון
1183.0,כליל,370,572.0,0.012,5.0,כליל
785.0,אחיהוד,310,822.0,0.026,5.0,אחיהוד
289.0,עין המפרץ,330,1197.0,0.095,5.0,עין המפרץ
708.0,עמקה,310,644.0,0.159,6.0,עמקה
297.0,כפר מסריק,330,754.0,0.216,6.0,כפר מסריק
572.0,בית העמק,330,511.0,0.31,6.0,בית העמק
313.0,אפק,330,562.0,0.517,7.0,אפק
280.0,חניתה,330,724.0,0.631,7.0,חניתה
409.0,יחיעם,330,587.0,0.687,7.0,יחיעם
576.0,כברי,330,991.0,0.77,7.0,כברי
432.0,שמרת,330,436.0,0.807,7.0,שמרת
595.0,לוחמי הגיטאות,330,532.0,0.909,7.0,לוחמי הגיטאות
463.0,געתון,330,568.0,0.937,7.0,געתון
792.0,נתיב השיירה,310,488.0,0.952,7.0,נתיב השיירה
454.0,סער,330,780.0,0.99,8.0,סער
1143.0,נס עמים,350,181.0,0.996,8.0,נס עמים
1256.0,אשרת,370,465.0,1.058,8.0,אשרת
589.0,בצת,310,250.0,1.077,8.0,בצת
294.0,אילון,330,962.0,1.078,8.0,אילון
390.0,רגבה,320,1038.0,1.133,8.0,רגבה
579.0,כפר ראש הנקרה,330,1271.0,1.151,8.0,כפר ראש הנקרה
559.0,בוסתן הגליל,310,961.0,1.174,8.0,בוסתן הגליל
574.0,גשר הזיו,330,1542.0,1.184,8.0,גשר הזיו
575.0,יסעור,330,697.0,1.185,8.0,יסעור
674.0,לימן,310,729.0,1.194,8.0,לימן
325.0,מצובה,330,1116.0,1.236,8.0,מצובה
712.0,בן עמי,310,745.0,1.328,8.0,בן עמי
1068.0,אדמית,330,175.0,1.523,8.0,אדמית
282.0,שבי ציון,320,1011.0,1.594,8.0,שבי ציון
3648.0,מתתיהו,320,698.0,-1.467,2.0,מתתיהו
3779.0,כוכב יעקב,180,7313.0,-1.446,2.0,כוכב יעקב
3767.0,נחליאל,370,665.0,-1.165,2.0,נחליאל
3752.0,מעלה לבונה,370,766.0,-1.003,2.0,מעלה לבונה
3823.0,גני מודיעין,190,2347.0,-0.745,3.0,גני מודיעין
3576.0,מצפה יריחו,190,2307.0,-0.615,3.0,מצפה יריחו
3641.0,שילה,190,3379.0,-0.528,3.0,שילה
3765.0,עלי,190,4092.0,-0.525,3.0,עלי
3564.0,כוכב השחר,370,1945.0,-0.483,3.0,כוכב השחר
3709.0,מבוא חורון,192,2517.0,-0.458,3.0,מבוא חורון
3658.0,עטרת,370,894.0,-0.443,3.0,עטרת
3788.0,טלמון,190,3704.0,-0.351,4.0,טלמון
3763.0,גבע בנימין,180,5232.0,-0.305,4.0,גבע בנימין
3651.0,מעלה מכמש,370,1351.0,-0.076,5.0,מעלה מכמש
3659.0,פסגות,370,1902.0,-0.071,5.0,פסגות
3617.0,עפרה,190,3189.0,-0.042,5.0,עפרה
3747.0,דולב,370,1302.0,0.119,5.0,דולב
3573.0,חלמיש,370,1278.0,0.32,6.0,חלמיש
3565.0,רימונים,370,598.0,0.526,7.0,רימונים
3575.0,בית חורון,370,1228.0,0.609,7.0,בית חורון
3638.0,כפר אדומים,190,4145.0,0.622,7.0,כפר אדומים
3770.0,חשמונאים,190,2762.0,0.731,7.0,חשמונאים
3787.0,נעלה,350,1573.0,0.782,7.0,נעלה
3715.0,עלמון,370,1286.0,0.846,7.0,עלמון
3644.0,גבעון החדשה,370,1151.0,1.007,8.0,גבעון החדשה
3655.0,"ניל""י",370,1438.0,1.143,8.0,ניל י
3796.0,כפר האורנים,190,2700.0,1.555,8.0,כפר האורנים
886.0,איתנים,340,,,,איתנים
566.0,גבעת שמש,340,,,,גבעת שמש
1144.0,ידידה,340,,,,ידידה
493.0,דייר ראפאת,440,,,,דייר ראפאת
1056.0,"עין כרם-בי""ס חקלאי",340,165.0,-1.903,1.0,עין כרם-בי ס חקלאי
2039.0,קריית יערים (מוסד),340,265.0,-1.543,2.0,קריית יערים
521.0,עין נקובא,290,3064.0,-1.181,2.0,עין נקובא
514.0,עין ראפה,450,1079.0,-0.776,3.0,עין ראפה
1134.0,יד השמונה,320,131.0,-0.538,3.0,יד השמונה
10.0,תירוש,310,474.0,-0.411,4.0,תירוש
465.0,צובה,330,651.0,-0.356,4.0,צובה
751.0,בית מאיר,310,775.0,-0.223,4.0,בית מאיר
127.0,רמת רחל,330,450.0,-0.155,5.0,רמת רחל
805.0,ישעי,310,738.0,-0.134,5.0,ישעי
794.0,עגור,310,521.0,-0.034,5.0,עגור
1123.0,אדרת,310,869.0,0.039,5.0,אדרת
816.0,זנוח,310,510.0,0.084,5.0,זנוח
27.0,שדות מיכה,310,376.0,0.107,5.0,שדות מיכה
776.0,מחסיה,310,434.0,0.165,6.0,מחסיה
39.0,גפן,310,384.0,0.198,6.0,גפן
809.0,נחם,310,510.0,0.214,6.0,נחם
52.0,לוזית,310,653.0,0.23,6.0,לוזית
1071.0,נווה מיכאל,310,544.0,0.28,6.0,נווה מיכאל
740.0,אשתאול,310,1200.0,0.318,6.0,אשתאול
859.0,כסלון,310,429.0,0.368,6.0,כסלון
796.0,צלפון,310,907.0,0.373,6.0,צלפון
799.0,זכריה,310,1039.0,0.4,6.0,זכריה
864.0,בקוע,310,665.0,0.42,6.0,בקוע
59.0,נחושה,310,1240.0,0.439,6.0,נחושה
778.0,תרום,310,802.0,0.447,6.0,תרום
823.0,בר גיורא,310,641.0,0.572,7.0,בר גיורא
752.0,תעוז,310,609.0,0.59,7.0,תעוז
567.0,צרעה,330,906.0,0.619,7.0,צרעה
822.0,מטע,310,897.0,0.65,7.0,מטע
1079.0,צפרירים,310,371.0,0.707,7.0,צפרירים
783.0,אבן ספיר,310,740.0,0.707,7.0,אבן ספיר
780.0,אורה,310,1301.0,0.712,7.0,אורה
1070.0,אביעזר,310,847.0,0.754,7.0,אביעזר
693.0,"נתיב הל""ה",330,596.0,0.791,7.0,נתיב הל ה
825.0,נס הרים,310,1286.0,0.809,7.0,נס הרים
78.0,קריית ענבים,330,466.0,0.951,7.0,קריית ענבים
771.0,מבוא ביתר,320,857.0,0.951,7.0,מבוא ביתר
787.0,גבעת יערים,310,1386.0,0.979,8.0,גבעת יערים
464.0,הראל,330,247.0,0.993,8.0,הראל
777.0,נחשון,330,492.0,1.007,8.0,נחשון
779.0,עמינדב,310,1083.0,1.061,8.0,עמינדב
286.0,מעלה החמישה,330,674.0,1.078,8.0,מעלה החמישה
919.0,גבעת ישעיהו,310,796.0,1.124,8.0,גבעת ישעיהו
742.0,מסילת ציון,310,1263.0,1.222,8.0,מסילת ציון
1113.0,צור הדסה,180,7392.0,1.233,8.0,צור הדסה
1114.0,שריגים (לי-און),350,1011.0,1.252,8.0,שריגים
364.0,כפר אוריה,310,927.0,1.256,8.0,כפר אוריה
672.0,בית נקופה,310,633.0,1.336,8.0,בית נקופה
456.0,שורש,320,1013.0,1.339,8.0,שורש
460.0,רמת רזיאל,310,649.0,1.367,8.0,רמת רזיאל
462.0,טל שחר,310,1287.0,1.39,8.0,טל שחר
208.0,מוצא עילית,350,940.0,1.427,8.0,מוצא עילית
710.0,בית זית,310,1631.0,1.528,8.0,בית זית
1043.0,גיזו,350,188.0,1.581,8.0,גיזו
405.0,נווה אילן,320,926.0,1.612,8.0,נווה אילן
1254.0,נטף,370,378.0,1.618,8.0,נטף
1259.0,נווה שלום,350,265.0,1.752,9.0,נווה שלום
741.0,שואבה,310,580.0,1.815,9.0,שואבה
921.0,שער מנשה,340,,,,שער מנשה
868.0,אלוני יצחק,340,294.0,-2.151,1.0,אלוני יצחק
189.0,כפר פינס,310,994.0,-1.093,2.0,כפר פינס
1316.0,אל -עריאן,450,178.0,-0.705,3.0,אל -עריאן
649.0,מייסר,450,1880.0,-0.483,3.0,מייסר
72.0,גן שמואל,330,856.0,-0.377,4.0,גן שמואל
2024.0,אום אל-קוטוף,450,1037.0,-0.337,4.0,אום אל-קוטוף
1370.0,מצפה אילן,370,317.0,0.153,6.0,מצפה אילן
139.0,עין שמר,330,520.0,0.209,6.0,עין שמר
648.0,מצר,330,394.0,0.487,6.0,מצר
310.0,כפר גליקסון,330,273.0,0.764,7.0,כפר גליקסון
444.0,רגבים,330,416.0,0.818,7.0,רגבים
617.0,ברקאי,330,525.0,0.848,7.0,ברקאי
344.0,מענית,330,676.0,0.898,7.0,מענית
2055.0,מאור,310,1258.0,0.949,7.0,מאור
1243.0,קציר,190,2776.0,0.976,8.0,קציר
375.0,מגל,330,1057.0,1.094,8.0,מגל
2008.0,שדה יצחק,310,586.0,1.119,8.0,שדה יצחק
223.0,עין עירון,310,551.0,1.124,8.0,עין עירון
2003.0,תלמי אלעזר,310,765.0,1.288,8.0,תלמי אלעזר
213.0,משמרות,330,796.0,1.352,8.0,משמרות
225.0,גן השומרון,310,803.0,1.528,8.0,גן השומרון
1128.0,מי עמי,320,331.0,1.564,8.0,מי עמי
715.0,להבות חביבה,330,852.0,1.596,8.0,להבות חביבה
281.0,פקיעין חדשה,310,404.0,0.225,6.0,פקיעין חדשה
1184.0,מתת,370,192.0,0.235,6.0,מתת
795.0,יערה,310,712.0,0.353,6.0,יערה
603.0,אלקוש,310,318.0,0.565,7.0,אלקוש
892.0,עבדון,310,615.0,0.585,7.0,עבדון
1045.0,שתולה,310,275.0,0.619,7.0,שתולה
614.0,שומרה,310,341.0,0.692,7.0,שומרה
1147.0,נטועה,310,277.0,0.723,7.0,נטועה
1220.0,אבירים,370,194.0,0.734,7.0,אבירים
662.0,חוסן,310,997.0,0.754,7.0,חוסן
813.0,עין יעקב,310,987.0,0.756,7.0,עין יעקב
1173.0,לפידות,310,121.0,0.765,7.0,לפידות
1219.0,גורנות הגליל,350,168.0,0.794,7.0,גורנות הגליל
1130.0,כפר רוזנואלד (זרעית),310,249.0,0.796,7.0,כפר רוזנואלד
755.0,גורן,310,441.0,0.838,7.0,גורן
1206.0,גיתה,370,266.0,0.862,7.0,גיתה
774.0,צוריאל,310,312.0,0.907,7.0,צוריאל
1205.0,מנות,310,402.0,0.969,8.0,מנות
1081.0,אבן מנחם,310,264.0,1.043,8.0,אבן מנחם
570.0,מעונה,310,968.0,1.077,8.0,מעונה
1314.0,נווה זיו,370,857.0,1.288,8.0,נווה זיו
1208.0,הילה,370,575.0,1.3,8.0,הילה
1294.0,אור הגנוז,320,454.0,-1.648,1.0,אור הגנוז
607.0,מירון,310,898.0,-1.262,2.0,מירון
1338.0,כדיתה,370,162.0,-1.146,2.0,כדיתה
1191.0,בר יוחאי,370,921.0,-0.685,3.0,בר יוחאי
546.0,עין אל-אסד,450,866.0,-0.561,3.0,עין אל-אסד
688.0,עלמה,310,679.0,-0.336,4.0,עלמה
368.0,בירייה,350,822.0,-0.179,5.0,בירייה
431.0,דלתון,310,869.0,-0.12,5.0,דלתון
1214.0,טפחות,310,464.0,-0.091,5.0,טפחות
605.0,כפר שמאי,310,460.0,0.084,5.0,כפר שמאי
1115.0,אביבים,310,496.0,0.192,6.0,אביבים
846.0,שפר,310,361.0,0.245,6.0,שפר
609.0,כפר חושן,310,714.0,0.305,6.0,כפר חושן
540.0,ריחאנייה,450,1201.0,0.312,6.0,ריחאנייה
1064.0,אמירים,310,789.0,0.427,6.0,אמירים
1067.0,"דוב""ב",310,478.0,0.56,7.0,דוב ב
1047.0,חזון,310,311.0,0.585,7.0,חזון
527.0,שזור,310,304.0,0.632,7.0,שזור
1230.0,לבנים,310,421.0,0.737,7.0,לבנים
1229.0,כלנית,310,195.0,0.757,7.0,כלנית
664.0,כרם בן זמרה,310,445.0,0.786,7.0,כרם בן זמרה
1297.0,כפר חנניה,370,669.0,0.793,7.0,כפר חנניה
599.0,פרוד,330,455.0,1.086,8.0,פרוד
1212.0,עמוקה,370,125.0,1.883,9.0,עמוקה
709.0,תפרח,191,2156.0,-1.846,1.0,תפרח
2021.0,אשל הנשיא,340,244.0,-1.687,1.0,אשל הנשיא
2050.0,"תלמי ביל""ו",310,452.0,0.162,6.0,תלמי ביל ו
750.0,פדויים,310,471.0,0.173,6.0,פדויים
2048.0,ניר עקיבא,310,702.0,0.204,6.0,ניר עקיבא
749.0,פטיש,310,857.0,0.271,6.0,פטיש
2059.0,"פעמי תש""ז",310,504.0,0.312,6.0,פעמי תש ז
762.0,בטחה,310,721.0,0.37,6.0,בטחה
736.0,גילת,310,1323.0,0.548,7.0,גילת
71.0,אשבול,310,490.0,0.551,7.0,אשבול
2049.0,שדה צבי,310,588.0,0.558,7.0,שדה צבי
789.0,רנן,310,608.0,0.656,7.0,רנן
1080.0,מבועים,350,1161.0,0.708,7.0,מבועים
748.0,מסלול,310,778.0,0.782,7.0,מסלול
414.0,קלחים,310,589.0,0.891,7.0,קלחים
2047.0,ניר משה,310,527.0,1.099,8.0,ניר משה
1276.0,אשבל,330,,,,אשבל
1153.0,כישור,330,,,,כישור
1185.0,פלך,330,,,,פלך
1335.0,ערב אל נעים,450,733.0,-2.09,1.0,ערב אל נעים
1317.0,דמיידה,450,463.0,-1.669,1.0,דמיידה
1332.0,חוסנייה,450,651.0,-1.362,2.0,חוסנייה
1245.0,סלמה,290,3083.0,-1.286,2.0,סלמה
1331.0,כמאנה,450,1415.0,-1.056,2.0,כמאנה
1334.0,ראס אל-עין,450,351.0,-0.991,2.0,ראס אל-עין
1203.0,הררית,370,412.0,0.658,7.0,הררית
1178.0,מורשת,370,1424.0,0.735,7.0,מורשת
1188.0,אשחר,370,790.0,0.821,7.0,אשחר
1171.0,לוטם,330,694.0,0.869,7.0,לוטם
1112.0,יודפת,320,710.0,0.897,7.0,יודפת
1172.0,תובל,330,297.0,0.904,7.0,תובל
1163.0,מורן,330,427.0,1.01,8.0,מורן
1275.0,אבטליון,370,381.0,1.036,8.0,אבטליון
1272.0,חלוץ,370,464.0,1.088,8.0,חלוץ
1202.0,מכמנים,370,443.0,1.103,8.0,מכמנים
1201.0,כמון,370,1357.0,1.117,8.0,כמון
1209.0,חרשים,370,290.0,1.134,8.0,חרשים
1180.0,צביה,370,310.0,1.248,8.0,צביה
1207.0,לבון,350,658.0,1.274,8.0,לבון
1235.0,שורשים,320,476.0,1.53,8.0,שורשים
1181.0,טל-אל,370,1110.0,1.623,8.0,טל-אל
1222.0,"מצפה אבי""ב",370,978.0,1.624,9.0,מצפה אבי ב
1160.0,שכניה,370,740.0,1.635,9.0,שכניה
1221.0,צורית,370,763.0,1.762,9.0,צורית
1174.0,מנוף,310,794.0,1.81,9.0,מנוף
1228.0,רקפת,370,905.0,1.848,9.0,רקפת
1179.0,קורנית,370,868.0,1.906,9.0,קורנית
917.0,עצמון שגב,370,1069.0,1.919,9.0,עצמון שגב
1138.0,יעד,310,710.0,1.961,9.0,יעד
1226.0,יובלים,370,1081.0,1.966,9.0,יובלים
1204.0,גילון,370,1082.0,2.078,9.0,גילון
1375.0,אבו תלול,450,,,,אבו תלול
1348.0,ביר הדאג',290,4583.0,-3.11,1.0,ביר הדאג
1347.0,קצר א-סר,450,1406.0,-2.367,1.0,קצר א-סר
1342.0,אבו קורינאת (יישוב),450,1218.0,-2.221,1.0,אבו קורינאת
440.0,יסודות,320,907.0,-1.788,1.0,יסודות
2033.0,בית חלקיה,310,888.0,-1.415,2.0,בית חלקיה
577.0,יד בנימין,190,3833.0,-0.217,4.0,יד בנימין
1372.0,נצר חזני,310,377.0,0.18,6.0,נצר חזני
588.0,בני ראם,310,1353.0,0.346,6.0,בני ראם
363.0,חפץ חיים,330,503.0,0.461,6.0,חפץ חיים
1371.0,גני טל,370,645.0,0.506,7.0,גני טל
1225.0,רביד,330,,,,רביד
264.0,שער הגולן,330,558.0,-0.167,5.0,שער הגולן
273.0,עין גב,330,631.0,-0.135,5.0,עין גב
57.0,כנרת (קבוצה),330,671.0,-0.034,5.0,כנרת
188.0,אשדות יעקב (מאוחד),330,496.0,0.065,5.0,אשדות יעקב
143.0,בית זרע,330,547.0,0.166,6.0,בית זרע
374.0,חוקוק,330,539.0,0.184,6.0,חוקוק
176.0,אפיקים,330,1460.0,0.186,6.0,אפיקים
1105.0,פורייה - נווה עובד,350,1114.0,0.204,6.0,פורייה - נווה עובד
262.0,גינוסר,330,562.0,0.24,6.0,גינוסר
702.0,האון,330,184.0,0.28,6.0,האון
678.0,מעגן,330,353.0,0.331,6.0,מעגן
199.0,אשדות יעקב (איחוד),330,922.0,0.41,6.0,אשדות יעקב
62.0,דגניה א',330,530.0,0.443,6.0,דגניה א
719.0,תל קציר,330,343.0,0.469,6.0,תל קציר
79.0,דגניה ב',330,643.0,0.502,7.0,דגניה ב
263.0,מסדה,330,345.0,0.544,7.0,מסדה
1104.0,פורייה - כפר עבודה,350,371.0,0.608,7.0,פורייה - כפר עבודה
1313.0,פורייה עילית,350,909.0,0.867,7.0,פורייה עילית
330.0,אלומות,330,321.0,0.934,7.0,אלומות
63.0,כנרת (מושבה),350,627.0,1.24,8.0,כנרת
1125.0,אלמגור,310,349.0,1.468,8.0,אלמגור
1154.0,מלכישוע,340,,,,מלכישוע
304.0,שדה אליהו,330,686.0,-1.038,2.0,שדה אליהו
383.0,"עין הנצי""ב",330,609.0,-0.475,3.0,עין הנצי ב
1282.0,מירב,330,670.0,-0.361,4.0,מירב
2016.0,רוויה,310,375.0,-0.244,4.0,רוויה
268.0,טירת צבי,330,752.0,-0.231,4.0,טירת צבי
439.0,שלוחות,330,473.0,0.028,5.0,שלוחות
298.0,מסילות,330,425.0,0.038,5.0,מסילות
265.0,בית יוסף,310,433.0,0.098,5.0,בית יוסף
296.0,נווה איתן,330,324.0,0.154,6.0,נווה איתן
1127.0,מעלה גלבוע,330,671.0,0.161,6.0,מעלה גלבוע
854.0,רחוב,310,356.0,0.163,6.0,רחוב
2026.0,ירדנה,310,344.0,0.224,6.0,ירדנה
1283.0,תל תאומים,370,513.0,0.405,6.0,תל תאומים
48.0,מנחמיה,350,999.0,0.482,6.0,מנחמיה
305.0,גשר,330,416.0,0.5,6.0,גשר
2057.0,שדי תרומות,310,433.0,0.505,7.0,שדי תרומות
256.0,ניר דוד (תל עמל),330,653.0,0.579,7.0,ניר דוד
295.0,כפר רופין,330,404.0,0.595,7.0,כפר רופין
590.0,נווה אור,330,330.0,0.689,7.0,נווה אור
343.0,חמדיה,330,396.0,0.707,7.0,חמדיה
437.0,רשפים,330,734.0,0.757,7.0,רשפים
259.0,שדה נחום,330,569.0,0.77,7.0,שדה נחום
