locality_code,locality_name,locality_form,population,index_value,cluster,locality_norm
272.0,מעוז חיים,330,461.0,0.81,7.0,מעוז חיים
1318.0,מבואות ים,340,481.0,-1.869,1.0,מבואות ים
186.0,נעורים,340,248.0,-1.155,2.0,נעורים
897.0,מדרשת רופין,340,480.0,-0.391,4.0,מדרשת רופין
252.0,ביתן אהרן,310,361.0,-0.103,5.0,ביתן אהרן
197.0,מעברות,330,962.0,0.119,5.0,מעברות
217.0,"כפר הרא""ה",310,1390.0,0.312,6.0,כפר הרא ה
224.0,שושנת העמקים,350,518.0,0.444,6.0,שושנת העמקים
872.0,גאולי תימן,310,369.0,0.466,6.0,גאולי תימן
204.0,אלישיב,310,728.0,0.543,7.0,אלישיב
173.0,גבעת חיים (מאוחד),330,978.0,0.586,7.0,גבעת חיים
167.0,עין החורש,330,744.0,0.599,7.0,עין החורש
422.0,חרב לאת,310,850.0,0.62,7.0,חרב לאת
194.0,משמר השרון,330,552.0,0.7,7.0,משמר השרון
850.0,אחיטוב,310,1062.0,0.788,7.0,אחיטוב
235.0,חבצלת השרון,310,553.0,0.793,7.0,חבצלת השרון
2018.0,גבעת חיים (איחוד),330,1057.0,0.873,7.0,גבעת חיים
1319.0,בת חפר,180,5448.0,1.129,8.0,בת חפר
2043.0,בחן,330,931.0,1.138,8.0,בחן
377.0,המעפיל,330,796.0,1.142,8.0,המעפיל
698.0,בורגתה,310,1128.0,1.18,8.0,בורגתה
423.0,העוגן,330,844.0,1.187,8.0,העוגן
680.0,אומץ,310,782.0,1.246,8.0,אומץ
758.0,יד חנה,330,800.0,1.32,8.0,יד חנה
205.0,חגלה,310,831.0,1.365,8.0,חגלה
1361.0,בת חן,350,422.0,1.385,8.0,בת חן
697.0,בארותיים,310,1116.0,1.395,8.0,בארותיים
737.0,עולש,310,1067.0,1.414,8.0,עולש
233.0,כפר ידידיה,310,754.0,1.496,8.0,כפר ידידיה
807.0,חניאל,310,931.0,1.531,8.0,חניאל
219.0,חיבת ציון,310,657.0,1.581,8.0,חיבת ציון
175.0,אביחיל,310,1395.0,1.581,8.0,אביחיל
193.0,כפר חיים,310,600.0,1.587,8.0,כפר חיים
382.0,מכמורת,310,1334.0,1.596,8.0,מכמורת
373.0,בית הלוי,310,813.0,1.602,8.0,בית הלוי
1102.0,צוקי ים,350,270.0,1.657,9.0,צוקי ים
387.0,כפר מונש,310,949.0,1.659,9.0,כפר מונש
191.0,הדר עם,310,599.0,1.686,9.0,הדר עם
734.0,גן יאשיה,310,976.0,1.701,9.0,גן יאשיה
326.0,בית יצחק-שער חפר,191,2105.0,1.706,9.0,בית יצחק-שער חפר
200.0,בית ינאי,310,419.0,1.75,9.0,בית ינאי
877.0,בית חירות,320,881.0,1.756,9.0,בית חירות
115.0,חופית,350,739.0,1.77,9.0,חופית
190.0,כפר ויתקין,191,2017.0,1.781,9.0,כפר ויתקין
1077.0,גבעת שפירא,310,398.0,1.878,9.0,גבעת שפירא
353.0,בית זיד,350,,,,בית זיד
942.0,סואעד (חמרייה)*,450,159.0,-1.884,1.0,סואעד *
994.0,מנשית זבדה,450,1212.0,-0.916,2.0,מנשית זבדה
106.0,כפר גדעון,310,332.0,-0.538,3.0,כפר גדעון
142.0,שדה יעקב,310,1133.0,0.207,6.0,שדה יעקב
457.0,גזית,330,650.0,0.356,6.0,גזית
436.0,עין דור,330,972.0,0.401,6.0,עין דור
1249.0,הרדוף,330,921.0,0.475,6.0,הרדוף
407.0,דברת,330,329.0,0.512,7.0,דברת
285.0,אלונים,330,470.0,0.587,7.0,אלונים
126.0,שריד,330,811.0,0.62,7.0,שריד
80.0,נהלל,310,962.0,0.639,7.0,נהלל
66.0,מרחביה (קיבוץ),330,1136.0,0.702,7.0,מרחביה
104.0,מזרע,330,608.0,0.716,7.0,מזרע
92.0,גיניגר,330,646.0,0.784,7.0,גיניגר
134.0,יפעת,330,1023.0,0.791,7.0,יפעת
132.0,כפר ברוך,310,518.0,0.898,7.0,כפר ברוך
135.0,רמת דוד,330,463.0,0.96,7.0,רמת דוד
140.0,כפר יהושע,310,1107.0,1.012,8.0,כפר יהושע
1330.0,אחוזת ברק,190,2095.0,1.06,8.0,אחוזת ברק
1186.0,הושעיה,370,1929.0,1.199,8.0,הושעיה
103.0,תל עדשים,310,1418.0,1.214,8.0,תל עדשים
133.0,גבת,330,849.0,1.254,8.0,גבת
1257.0,חנתון,330,794.0,1.284,8.0,חנתון
94.0,בלפוריה,310,435.0,1.293,8.0,בלפוריה
192.0,כפר החורש,330,607.0,1.308,8.0,כפר החורש
97.0,מרחביה (מושב),310,664.0,1.363,8.0,מרחביה
684.0,היוגב,310,632.0,1.379,8.0,היוגב
613.0,ציפורי,310,832.0,1.437,8.0,ציפורי
248.0,בית שערים,310,747.0,1.442,8.0,בית שערים
677.0,הסוללים,330,907.0,1.55,8.0,הסוללים
1337.0,שמשית,190,2594.0,1.645,9.0,שמשית
1182.0,אלון הגליל,310,1003.0,1.69,9.0,אלון הגליל
430.0,בית לחם הגלילית,310,777.0,1.691,9.0,בית לחם הגלילית
1199.0,עדי,370,1860.0,1.884,9.0,עדי
429.0,אלוני אבא,320,1000.0,1.906,9.0,אלוני אבא
1288.0,גבעת אלה,370,1911.0,2.166,9.0,גבעת אלה
1244.0,תמרת,370,1332.0,2.229,9.0,תמרת
696.0,"כפר חב""ד",180,5968.0,-0.522,3.0,כפר חב ד
797.0,אחיעזר,310,1647.0,-0.394,4.0,אחיעזר
798.0,יגל,310,901.0,0.285,6.0,יגל
594.0,צפרייה,310,924.0,0.293,6.0,צפרייה
788.0,זיתן,310,1045.0,0.309,6.0,זיתן
801.0,חמד,310,1131.0,0.439,6.0,חמד
729.0,משמר השבעה,310,987.0,1.605,8.0,משמר השבעה
836.0,גנות,310,623.0,1.644,9.0,גנות
331.0,ניר צבי,310,1275.0,1.672,9.0,ניר צבי
3620.0,נירן,330,,,,נירן
3713.0,"נעמ""ה",310,,,,נעמ ה
3785.0,משכיות,370,206.0,-1.148,2.0,משכיות
3782.0,רותם,370,168.0,-1.022,2.0,רותם
3607.0,"ייט""ב",320,279.0,-0.888,2.0,ייט ב
3646.0,חמדת,370,233.0,-0.546,3.0,חמדת
3606.0,גלגל,330,171.0,-0.402,4.0,גלגל
3613.0,גיתית,310,376.0,-0.068,5.0,גיתית
3578.0,שדמות מחולה,320,553.0,0.193,6.0,שדמות מחולה
3566.0,יפית,310,149.0,0.211,6.0,יפית
3599.0,מחולה,310,471.0,0.292,6.0,מחולה
3609.0,חמרה,310,127.0,0.756,7.0,חמרה
3614.0,מכורה,310,141.0,0.774,7.0,מכורה
3619.0,רועי,310,162.0,0.904,7.0,רועי
3598.0,ארגמן,310,133.0,1.022,8.0,ארגמן
3612.0,בקעות,310,182.0,1.359,8.0,בקעות
3605.0,משואה,310,148.0,1.393,8.0,משואה
3615.0,פצאל,310,250.0,1.519,8.0,פצאל
3555.0,נתיב הגדוד,310,181.0,1.543,8.0,נתיב הגדוד
3558.0,תומר,310,247.0,1.689,9.0,תומר
1195.0,ניצנה (קהילת חינוך),340,,,,ניצנה
328.0,עזוז,370,,,,עזוז
354.0,רביבים,330,1035.0,-0.54,3.0,רביבים
1340.0,מרחב עם,370,333.0,-0.409,4.0,מרחב עם
885.0,שדה בוקר,330,440.0,-0.282,4.0,שדה בוקר
1278.0,באר מילכה,310,150.0,-0.236,4.0,באר מילכה
421.0,משאבי שדה,330,441.0,-0.095,5.0,משאבי שדה
1260.0,רתמים,370,415.0,0.298,6.0,רתמים
1152.0,אשלים,370,449.0,0.74,7.0,אשלים
1140.0,מדרשת בן גוריון,350,1787.0,0.84,7.0,מדרשת בן גוריון
1291.0,כמהין,310,159.0,0.852,7.0,כמהין
1280.0,ניצני סיני,310,259.0,0.912,7.0,ניצני סיני
1177.0,טללים,330,399.0,0.924,7.0,טללים
1083.0,תושייה,350,1014.0,-0.591,3.0,תושייה
803.0,יושיביה,310,524.0,-0.539,3.0,יושיביה
1146.0,עלומים,330,470.0,-0.416,4.0,עלומים
415.0,שוקדה,310,405.0,-0.089,5.0,שוקדה
419.0,סעד,330,760.0,-0.056,5.0,סעד
2044.0,מלילות,310,276.0,-0.055,5.0,מלילות
2064.0,זרועה,310,352.0,-0.038,5.0,זרועה
761.0,שובה,310,570.0,0.008,5.0,שובה
1065.0,זמרת,310,458.0,0.115,5.0,זמרת
2014.0,גבעולים,310,326.0,0.179,6.0,גבעולים
1082.0,מעגלים,350,1969.0,0.188,6.0,מעגלים
865.0,שיבולים,310,308.0,0.215,6.0,שיבולים
398.0,שרשרת,310,293.0,0.247,6.0,שרשרת
723.0,בית הגדי,310,729.0,0.258,6.0,בית הגדי
1095.0,כפר מימון,310,296.0,0.547,7.0,כפר מימון
665.0,תקומה,310,649.0,1.17,8.0,תקומה
3762.0,איתמר,370,1305.0,-1.355,2.0,איתמר
3749.0,יצהר,370,1380.0,-1.211,2.0,יצהר
3710.0,ברכה,190,2267.0,-0.967,2.0,ברכה
3579.0,אלון מורה,370,1794.0,-0.59,3.0,אלון מורה
3572.0,כפר תפוח,370,970.0,-0.555,3.0,כפר תפוח
3571.0,שבי שומרון,370,879.0,-0.223,4.0,שבי שומרון
3793.0,אבני חפץ,370,1709.0,-0.209,4.0,אבני חפץ
3569.0,מבוא דותן,370,364.0,-0.156,5.0,מבוא דותן
3717.0,חרמש,370,219.0,-0.055,5.0,חרמש
3751.0,מגדלים,370,269.0,-0.017,5.0,מגדלים
3744.0,ברוכין,370,719.0,-0.009,5.0,ברוכין
3795.0,רבבה,370,1974.0,0.012,5.0,רבבה
3712.0,ענב,370,711.0,0.07,5.0,ענב
3822.0,רחלים,370,583.0,0.101,5.0,רחלים
3643.0,חיננית,370,1089.0,0.132,5.0,חיננית
3746.0,קריית נטפים,370,865.0,0.142,5.0,קריית נטפים
3790.0,נופים,350,638.0,0.311,6.0,נופים
3647.0,יקיר,370,1863.0,0.316,6.0,יקיר
3768.0,פדואל,370,1622.0,0.343,6.0,פדואל
3727.0,עלי זהב,370,1300.0,0.348,6.0,עלי זהב
3637.0,מעלה שומרון,370,1015.0,0.489,6.0,מעלה שומרון
3778.0,עץ אפרים,350,1822.0,0.539,7.0,עץ אפרים
3568.0,ריחן,320,213.0,0.556,7.0,ריחן
3791.0,צופים,350,1976.0,0.65,7.0,צופים
3649.0,שקד,370,851.0,0.742,7.0,שקד
3654.0,ברקן,370,1741.0,0.966,8.0,ברקן
3720.0,שערי תקווה,180,5638.0,0.966,8.0,שערי תקווה
3567.0,סלעית,310,693.0,1.675,9.0,סלעית
338.0,איבים,340,277.0,-2.401,1.0,איבים
811.0,יכיני,310,665.0,0.327,6.0,יכיני
336.0,דורות,330,756.0,0.733,7.0,דורות
714.0,ארז,330,487.0,0.799,7.0,ארז
844.0,נחל עוז,330,377.0,0.804,7.0,נחל עוז
348.0,ניר עם,330,491.0,0.868,7.0,ניר עם
362.0,רוחמה,330,568.0,0.897,7.0,רוחמה
424.0,גבים,330,520.0,1.014,8.0,גבים
668.0,מפלסים,330,971.0,1.027,8.0,מפלסים
67.0,אור הנר,330,708.0,1.137,8.0,אור הנר
428.0,ברור חיל,330,880.0,1.151,8.0,ברור חיל
845.0,כפר עזה,330,705.0,1.273,8.0,כפר עזה
766.0,קוממיות,310,534.0,-2.572,1.0,קוממיות
1145.0,אלומה,350,502.0,-1.004,2.0,אלומה
37.0,איתן,310,432.0,-0.423,3.0,איתן
620.0,משואות יצחק,320,705.0,-0.401,4.0,משואות יצחק
400.0,אבן שמואל,350,1535.0,-0.39,4.0,אבן שמואל
818.0,זרחיה,310,693.0,-0.347,4.0,זרחיה
15.0,נועם,310,358.0,-0.282,4.0,נועם
873.0,שלווה,310,430.0,-0.267,4.0,שלווה
826.0,עוזה,310,449.0,-0.199,4.0,עוזה
815.0,זבדיאל,310,470.0,-0.16,5.0,זבדיאל
2051.0,רווחה,310,525.0,-0.087,5.0,רווחה
1098.0,מרכז שפירא,190,2179.0,0.147,5.0,מרכז שפירא
622.0,עין צורים,330,746.0,0.17,6.0,עין צורים
692.0,שפיר,310,842.0,0.696,7.0,שפיר
1261.0,הר עמשא,330,,,,הר עמשא
1057.0,נווה זוהר,350,,,,נווה זוהר
2042.0,עין גדי,330,561.0,-0.093,5.0,עין גדי
1124.0,נאות הכיכר,310,411.0,0.924,7.0,נאות הכיכר
1251.0,עין תמר,310,190.0,1.538,8.0,עין תמר
1054.0,תל שבע,,18671.0,-2.312,1.0,תל שבע
1286.0,שגב-שלום,,9119.0,-2.271,1.0,שגב-שלום
1192.0,ערערה-בנגב,,15813.0,-2.245,1.0,ערערה-בנגב
1303.0,חורה,,19371.0,-2.118,1.0,חורה
3797.0,מודיעין עילית,,64179.0,-2.099,1.0,מודיעין עילית
1059.0,כסיפה,,19025.0,-2.09,1.0,כסיפה
1060.0,לקיה,,11781.0,-1.961,1.0,לקיה
3780.0,ביתר עילית,,49343.0,-1.936,1.0,ביתר עילית
1161.0,רהט,,62375.0,-1.915,1.0,רהט
3660.0,עמנואל,,3253.0,-1.607,2.0,עמנואל
541.0,ג'סר א-זרקא,,13962.0,-1.486,2.0,ג סר א-זרקא
1309.0,אלעד,,44872.0,-1.436,2.0,אלעד
922.0,רכסים,,10682.0,-1.415,2.0,רכסים
510.0,כפר מנדא,,18509.0,-1.373,2.0,כפר מנדא
2710.0,אום אל-פחם,,52500.0,-1.327,2.0,אום אל-פחם
6100.0,בני ברק,,181832.0,-1.307,2.0,בני ברק
511.0,עילוט,,7582.0,-1.268,2.0,עילוט
998.0,ביר אל-מכסור,,8709.0,-1.241,2.0,ביר אל-מכסור
2610.0,בית שמש,,103630.0,-1.214,2.0,בית שמש
522.0,נחף,,12145.0,-1.21,2.0,נחף
538.0,שעב,,6625.0,-1.198,2.0,שעב
1327.0,מעלה עירון,,14140.0,-1.193,2.0,מעלה עירון
483.0,בענה,,7918.0,-1.188,2.0,בענה
532.0,עין מאהל,,12484.0,-1.177,2.0,עין מאהל
975.0,זרזיר,,7460.0,-1.142,2.0,זרזיר
482.0,בועיינה-נוג'ידאת,,9114.0,-1.141,2.0,בועיינה-נוג ידאת
509.0,כפר כנא,,21132.0,-1.139,2.0,כפר כנא
4001.0,בוקעאתא,,6329.0,-1.133,2.0,בוקעאתא
1326.0,"בסמ""ה",,8914.0,-1.132,2.0,בסמ ה
520.0,משהד,,7858.0,-1.095,2.0,משהד
8000.0,צפת,,33330.0,-1.079,2.0,צפת
1137.0,קריית יערים,,3936.0,-1.076,2.0,קריית יערים
627.0,ג'לג'וליה,,9276.0,-1.066,2.0,ג לג וליה
4502.0,עין קנייא,,1945.0,-1.03,2.0,עין קנייא
962.0,טובא-זנגרייה,,6270.0,-1.029,2.0,טובא-זנגרייה
4203.0,מסעדה,,3520.0,-1.023,2.0,מסעדה
8900.0,טמרה,,32048.0,-1.004,2.0,טמרה
1292.0,ג'דיידה-מכר,,20078.0,-0.999,2.0,ג דיידה-מכר
531.0,עראבה,,24072.0,-0.997,2.0,עראבה
978.0,כעביה-טבאש-חג'אג'רה,,4978.0,-0.995,2.0,כעביה-טבאש-חג אג רה
504.0,כאבול,,13209.0,-0.985,2.0,כאבול
638.0,קלנסווה,,21451.0,-0.974,2.0,קלנסווה
4501.0,ע'ג'ר,,2484.0,-0.969,2.0,ע ג ר
481.0,מגאר,,21650.0,-0.968,2.0,מגאר
537.0,פוריידיס,,12389.0,-0.938,2.0,פוריידיס
3000.0,ירושלים,,863795.0,-0.919,2.0,ירושלים
516.0,מג'ד אל-כרום,,14574.0,-0.914,2.0,מג ד אל-כרום
944.0,בסמת טבעון,,7507.0,-0.904,2.0,בסמת טבעון
542.0,ריינה,,18445.0,-0.902,2.0,ריינה
498.0,טורעאן,,13337.0,-0.86,3.0,טורעאן
2730.0,טייבה,,40842.0,-0.848,3.0,טייבה
46.0,יבנאל,,3956.0,-0.844,3.0,יבנאל
913.0,שבלי - אום אל-גנם,,5694.0,-0.832,3.0,שבלי - אום אל-גנם
499.0,יפיע,,18234.0,-0.823,3.0,יפיע
502.0,ירכא,,15872.0,-0.821,3.0,ירכא
1296.0,כסרא-סמיע,,8177.0,-0.821,3.0,כסרא-סמיע
490.0,דייר אל-אסד,,11716.0,-0.813,3.0,דייר אל-אסד
4201.0,מג'דל שמס,,10643.0,-0.8,3.0,מג דל שמס
3611.0,קריית ארבע,,7108.0,-0.796,3.0,קריית ארבע
492.0,דייר חנא,,9831.0,-0.789,3.0,דייר חנא
634.0,כפר קאסם,,21848.0,-0.786,3.0,כפר קאסם
478.0,אכסאל,,13646.0,-0.78,3.0,אכסאל
8800.0,שפרעם,,39883.0,-0.768,3.0,שפרעם
529.0,אעבלין,,12587.0,-0.767,3.0,אעבלין
472.0,אבו גוש,,6895.0,-0.762,3.0,אבו גוש
7500.0,סח'נין,,29316.0,-0.761,3.0,סח נין
473.0,אבו סנאן,,13358.0,-0.753,3.0,אבו סנאן
637.0,ערערה,,23996.0,-0.752,3.0,ערערה
633.0,כפר ברא,,3354.0,-0.724,3.0,כפר ברא
6000.0,באקה אל-גרביה,,28083.0,-0.715,3.0,באקה אל-גרביה
3574.0,בית אל,,6046.0,-0.706,3.0,בית אל
31.0,אופקים,,25614.0,-0.698,3.0,אופקים
246.0,נתיבות,,31234.0,-0.693,3.0,נתיבות
489.0,דבורייה,,9889.0,-0.619,3.0,דבורייה
1247.0,חריש,,969.0,-0.603,3.0,חריש
505.0,כאוכב אבו אל-היג'א,,3356.0,-0.601,3.0,כאוכב אבו אל-היג א
525.0,סאג'ור,,4014.0,-0.597,3.0,סאג ור
480.0,בית ג'ן,,11426.0,-0.597,3.0,בית ג ן
7300.0,נצרת,,75703.0,-0.592,3.0,נצרת
99.0,מצפה רמון,,4997.0,-0.584,3.0,מצפה רמון
1290.0,זמר,,6486.0,-0.574,3.0,זמר
1034.0,קריית מלאכי,,21451.0,-0.544,3.0,קריית מלאכי
1295.0,יאנוח-ג'ת,,6253.0,-0.521,3.0,יאנוח-ג ת
7000.0,לוד,,72578.0,-0.491,3.0,לוד
831.0,ירוחם,,9078.0,-0.485,3.0,ירוחם
517.0,מזרעה,,3649.0,-0.422,4.0,מזרעה
2034.0,חצור הגלילית,,8834.0,-0.416,4.0,חצור הגלילית
6700.0,טבריה,,41814.0,-0.416,4.0,טבריה
7600.0,עכו,,47427.0,-0.39,4.0,עכו
2560.0,ערד,,24313.0,-0.389,4.0,ערד
2720.0,טירה,,24776.0,-0.386,4.0,טירה
496.0,חורפיש,,6077.0,-0.386,4.0,חורפיש
485.0,ג'ולס,,6118.0,-0.378,4.0,ג ולס
2630.0,קריית גת,,51248.0,-0.358,4.0,קריית גת
654.0,כפר קרע,,17640.0,-0.315,4.0,כפר קרע
543.0,ראמה,,7433.0,-0.305,4.0,ראמה
534.0,עספיא,,11785.0,-0.3,4.0,עספיא
2200.0,דימונה,,33021.0,-0.3,4.0,דימונה
8500.0,רמלה,,71207.0,-0.278,4.0,רמלה
494.0,דאלית אל-כרמל,,16778.0,-0.267,4.0,דאלית אל-כרמל
874.0,מגדל העמק,,24865.0,-0.252,4.0,מגדל העמק
628.0,ג'ת,,11164.0,-0.233,4.0,ג ת
9200.0,בית שאן,,17332.0,-0.193,5.0,בית שאן
1031.0,שדרות,,23075.0,-0.165,5.0,שדרות
507.0,כפר יאסיף,,9475.0,-0.154,5.0,כפר יאסיף
70.0,אשדוד,,219590.0,-0.14,5.0,אשדוד
536.0,פקיעין (בוקייעה),,5585.0,-0.127,5.0,פקיעין
4100.0,קצרין,,6913.0,-0.108,5.0,קצרין
2100.0,טירת כרמל,,19317.0,-0.09,5.0,טירת כרמל
530.0,עיילבון,,5471.0,-0.083,5.0,עיילבון
3608.0,מעלה אפרים,,1206.0,-0.065,5.0,מעלה אפרים
6200.0,בת ים,,128639.0,-0.062,5.0,בת ים
7700.0,עפולה,,44687.0,-0.046,5.0,עפולה
7100.0,אשקלון,,130088.0,-0.038,5.0,אשקלון
9600.0,קריית ים,,39134.0,-0.035,5.0,קריית ים
1020.0,אור עקיבא,,17081.0,-0.024,5.0,אור עקיבא
1061.0,נצרת עילית,,40077.0,0.004,5.0,נצרת עילית
2800.0,קריית שמונה,,23055.0,0.016,5.0,קריית שמונה
1063.0,מעלות-תרשיחא,,21180.0,0.022,5.0,מעלות-תרשיחא
65.0,מגדל,,1685.0,0.023,5.0,מגדל
3557.0,קדומים,,4338.0,0.028,5.0,קדומים
3730.0,גבעת זאב,,16123.0,0.032,5.0,גבעת זאב
9000.0,באר שבע,,201814.0,0.034,5.0,באר שבע
508.0,כפר כמא,,3188.0,0.099,5.0,כפר כמא
1066.0,"בני עי""ש",,6919.0,0.107,5.0,בני עי ש
2400.0,אור יהודה,,36068.0,0.171,6.0,אור יהודה
469.0,קריית עקרון,,10718.0,0.182,6.0,קריית עקרון
535.0,פסוטה,,3026.0,0.189,6.0,פסוטה
7400.0,נתניה,,206793.0,0.199,6.0,נתניה
3640.0,קרני שומרון,,6905.0,0.204,6.0,קרני שומרון
812.0,שלומי,,6099.0,0.214,6.0,שלומי
6800.0,קריית אתא,,55242.0,0.228,6.0,קריית אתא
6500.0,חדרה,,88257.0,0.265,6.0,חדרה
1139.0,כרמיאל,,44756.0,0.268,6.0,כרמיאל
2600.0,אילת,,49707.0,0.277,6.0,אילת
3616.0,מעלה אדומים,,37424.0,0.342,6.0,מעלה אדומים
487.0,ג'ש (גוש חלב),,3078.0,0.366,6.0,ג ש
41.0,אליכין,,3424.0,0.379,6.0,אליכין
3570.0,אריאל,,18717.0,0.385,6.0,אריאל
9100.0,נהרייה,,54305.0,0.393,6.0,נהרייה
3650.0,אפרת,,8301.0,0.425,6.0,אפרת
6600.0,חולון,,188637.0,0.502,7.0,חולון
9500.0,קריית ביאליק,,39018.0,0.513,7.0,קריית ביאליק
4000.0,חיפה,,277736.0,0.529,7.0,חיפה
2660.0,יבנה,,42314.0,0.554,7.0,יבנה
8200.0,קריית מוצקין,,40160.0,0.566,7.0,קריית מוצקין
518.0,מעיליא,,3095.0,0.618,7.0,מעיליא
2640.0,ראש העין,,42575.0,0.638,7.0,ראש העין
8400.0,רחובות,,132509.0,0.641,7.0,רחובות
7900.0,פתח תקווה,,229845.0,0.656,7.0,פתח תקווה
565.0,אזור,,12095.0,0.66,7.0,אזור
466.0,בית דגן,,7099.0,0.662,7.0,בית דגן
7800.0,פרדס חנה-כרכור,,37424.0,0.693,7.0,פרדס חנה-כרכור
2550.0,גדרה,,25821.0,0.695,7.0,גדרה
2500.0,נשר,,23419.0,0.711,7.0,נשר
2530.0,באר יעקב,,18273.0,0.735,7.0,באר יעקב
166.0,גן יבנה,,22294.0,0.775,7.0,גן יבנה
240.0,יקנעם עילית,,21383.0,0.812,7.0,יקנעם עילית
168.0,כפר יונה,,21611.0,0.815,7.0,כפר יונה
26.0,ראש פינה,,2908.0,0.825,7.0,ראש פינה
8300.0,ראשון לציון,,243329.0,0.847,7.0,ראשון לציון
3560.0,אלקנה,,3945.0,0.863,7.0,אלקנה
3652.0,בית אריה,,4721.0,0.904,7.0,בית אריה
9400.0,יהוד,,29145.0,1.017,8.0,יהוד מונוסון
8600.0,רמת גן,,152112.0,1.053,8.0,רמת גן
681.0,גבעת שמואל,,25298.0,1.067,8.0,גבעת שמואל
43.0,מטולה,,1614.0,1.082,8.0,מטולה
1015.0,מבשרת ציון,,24295.0,1.101,8.0,מבשרת ציון
29.0,יסוד המעלה,,1644.0,1.148,8.0,יסוד המעלה
3750.0,אלפי מנשה,,7638.0,1.166,8.0,אלפי מנשה
6900.0,כפר סבא,,96509.0,1.176,8.0,כפר סבא
9300.0,זכרון יעקב,,22347.0,1.187,8.0,זכרון יעקב
5000.0,תל אביב -יפו,,431708.0,1.208,8.0,תל אביב -יפו
195.0,קדימה-צורן,,20408.0,1.208,8.0,קדימה-צורן
28.0,מזכרת בתיה,,12698.0,1.251,8.0,מזכרת בתיה
2300.0,קריית טבעון,,17607.0,1.262,8.0,קריית טבעון
8700.0,רעננה,,70285.0,1.273,8.0,רעננה
6400.0,הרצלייה,,91621.0,1.291,8.0,הרצלייה
3760.0,אורנית,,8495.0,1.293,8.0,אורנית
7200.0,נס ציונה,,46535.0,1.309,8.0,נס ציונה
1200.0,מודיעין-מכבים-רעות*,,88748.0,1.336,8.0,מודיעין-מכבים-רעות*
9800.0,בנימינה-גבעת עדה*,,14550.0,1.339,8.0,בנימינה-גבעת עדה*
229.0,גני תקווה,,16042.0,1.358,8.0,גני תקווה
47.0,כפר תבור,,3796.0,1.37,8.0,כפר תבור
122.0,רמת ישי,,7478.0,1.397,8.0,רמת ישי
154.0,תל מונד,,11941.0,1.403,8.0,תל מונד
171.0,פרדסייה,,5563.0,1.453,8.0,פרדסייה
6300.0,גבעתיים,,57493.0,1.455,8.0,גבעתיים
9700.0,הוד השרון,,56267.0,1.512,8.0,הוד השרון
2620.0,קריית אונו,,37714.0,1.519,8.0,קריית אונו
182.0,אבן יהודה,,13125.0,1.535,8.0,אבן יהודה
1268.0,מיתר,,7341.0,1.552,8.0,מיתר
1263.0,כפר ורדים,,5446.0,1.649,9.0,כפר ורדים
1304.0,שוהם,,20403.0,1.674,9.0,שוהם
2650.0,רמת השרון,,44340.0,1.724,9.0,רמת השרון
3769.0,הר אדר,,3858.0,1.768,9.0,הר אדר
1224.0,כוכב יאיר,,9054.0,1.863,9.0,כוכב יאיר
666.0,עומר,,7339.0,1.935,9.0,עומר
1271.0,להבים,,6442.0,2.005,9.0,להבים
267.0,כפר שמריהו,,1785.0,2.522,10.0,כפר שמריהו
587.0,סביון*,,3705.0,2.59,10.0,סביון*
